,index_content,word,nature,content_type,index_word
16709,696,标准,n,pos,13
16713,696,整体,n,pos,15
16719,696,购物,n,pos,17
16727,697,评价,n,pos,3
16734,697,自营,vn,pos,4
16735,697,店,n,pos,5
16737,697,电器产品,n,pos,7
16744,697,容量,n,pos,10
16747,697,尺寸,n,pos,11
16751,697,原位,n,pos,12
16759,697,师傅,nr,pos,16
16760,697,上门,ns,pos,17
16763,697,机型,n,pos,19
16766,697,服务费,n,pos,21
16770,697,旧件,n,pos,23
16774,697,新机,n,pos,26
16802,699,师傅,nr,pos,6
16817,699,遥控,vn,pos,9
16819,699,距离,n,pos,10
16820,699,短点,n,pos,11
16824,699,情况,n,pos,12
16828,699,信赖,n,pos,14
16833,700,服务态度,n,pos,1
16836,701,东西,ns,pos,1
16842,701,全国,n,pos,4
16850,701,售后,n,pos,6
16853,701,师傅,nr,pos,8
16855,701,热情,n,pos,9
16857,701,安装费,n,pos,10
16866,701,零头,n,pos,14
16879,701,师傅,nr,pos,15
16880,701,坎,nrt,pos,16
16881,701,大山,ns,pos,17
16889,701,祖宗,nr,pos,20
16892,701,师傅,nr,pos,21
16898,702,体面,n,pos,1
16901,702,服务,vn,pos,2
16912,704,力,n,pos,2
16914,704,师傅,nr,pos,3
16915,704,帅哥,nr,pos,4
16920,705,产品,n,pos,3
16922,706,外观,n,pos,1
16924,706,气,n,pos,3
16934,707,地道,n,pos,2
16945,708,管子,n,pos,4
16949,708,产品,n,pos,5
16955,708,价格,n,pos,8
16960,708,师傅,nr,pos,11
16970,708,卫生,an,pos,15
16972,708,服务,vn,pos,16
16977,708,产品,n,pos,18
16990,709,师傅,nr,pos,5
16992,709,时间,n,pos,7
16997,709,材料费,n,pos,9
17021,710,性价比,n,pos,2
17037,710,小哥,n,pos,10
17038,710,服务态度,n,pos,11
17041,710,售后,n,pos,12
17046,710,十星,nz,pos,14
17050,711,商城,ns,pos,1
17064,711,家人,n,pos,6
17070,711,质量,n,pos,10
17082,711,服务,vn,pos,13
17085,711,专业,n,pos,14
17089,712,朋友,n,pos,1
17093,712,服务,vn,pos,3
17106,713,速度,n,pos,2
17110,713,下单,n,pos,5
17121,713,隔天,nz,pos,11
17124,713,售后,n,pos,13
17125,713,态度,n,pos,14
17130,713,其他配件,n,pos,15
17135,713,质量,n,pos,16
17137,713,价格,n,pos,17
17141,713,整体,n,pos,18
17147,714,速度,n,pos,2
17151,714,电梯,n,pos,3
17155,714,四楼,ns,pos,5
17171,715,房子,n,pos,3
17193,715,牌子,n,pos,9
17199,715,价格比,n,pos,11
17206,715,品牌,n,pos,15
17210,716,头,n,pos,1
17214,716,大件,n,pos,2
17217,716,服务,vn,pos,3
17219,716,产品,n,pos,4
17221,716,信赖,n,pos,6
17223,716,配货,n,pos,7
17236,716,插曲,n,pos,11
17239,716,售后,n,pos,12
17241,716,时间,n,pos,14
17245,716,谢谢,nr,pos,16
17248,717,信赖,n,pos,1
17249,717,自营,vn,pos,2
17251,717,东西,ns,pos,3
17254,717,师傅,nr,pos,5
17266,717,事情,n,pos,8
17273,717,明白,nr,pos,10
17285,717,师傅,nr,pos,13
17294,718,评论,n,pos,2
17301,718,师傅,nr,pos,5
17324,718,用水,n,pos,17
17333,718,电源插座,n,pos,19
17343,718,大功率,n,pos,22
17345,718,电源插座,n,pos,23
17351,718,信任,n,pos,25
17363,718,产品,n,pos,31
17373,719,无线,n,pos,4
17374,719,遥控,vn,pos,5
17389,719,试试,vn,pos,8
17399,720,价格,n,pos,2
17407,720,保价,n,pos,6
17414,720,神,n,pos,9
17415,720,速度,n,pos,10
17417,720,机子,n,pos,11
17424,720,效果,n,pos,14
17426,721,小哥,n,pos,2
17438,721,师父,n,pos,7
17478,723,师傅,nr,pos,1
17479,723,服务,vn,pos,2
17488,724,工整,vn,pos,3
17489,725,外观,n,pos,1
17493,725,遥控器,n,pos,3
17496,725,电池,n,pos,4
17500,725,装水,n,pos,7
17507,725,力,n,pos,9
17509,725,关键,n,pos,10
17511,725,老人家,n,pos,11
17512,725,不太会,n,pos,12
17521,725,费用,n,pos,17
17523,725,大洋,ns,pos,19
17541,729,活动,vn,pos,4
17543,729,性价比,n,pos,6
17561,731,物流,n,pos,3
17563,731,力,n,pos,4
17566,731,力,n,pos,6
17568,731,服务,vn,pos,8
17577,732,样式,n,pos,5
17587,733,电器,n,pos,2
17597,733,朋友,n,pos,5
17601,733,遥控器,n,pos,6
17608,733,储水量,n,pos,8
17612,733,外观,n,pos,9
17624,734,时间,n,pos,2
17630,734,师傅,nr,pos,6
17635,734,速度,n,pos,9
17646,734,特价,n,pos,13
17656,735,效果,n,pos,1
17661,735,墙,n,pos,2
17663,735,承重墙,nr,pos,3
17667,735,支架,n,pos,5
17672,735,铁条,n,pos,9
17683,735,方法,n,pos,13
17688,736,东西,ns,pos,1
17690,736,速度,n,pos,3
17694,736,师傅,nr,pos,6
17696,736,热心,n,pos,7
17700,736,插口,n,pos,8
17705,736,插座,n,pos,9
17718,737,老家,n,pos,1
17730,737,老家,n,pos,2
17742,737,老家,n,pos,3
17754,737,老家,n,pos,4
17765,738,商城,ns,pos,1
17775,738,正品,n,pos,6
17778,738,质量,n,pos,8
17799,739,货,n,pos,2
17808,739,科技,n,pos,6
17816,739,功能,n,pos,10
17821,739,电源,n,pos,12
17827,739,热水,n,pos,17
17828,739,时,n,pos,18
17831,739,费电,n,pos,21
17833,740,宝贝,nr,pos,1
17846,740,服务,vn,pos,4
17847,740,棒棒,n,pos,5
17850,741,品牌,n,pos,1
17852,741,质量,n,pos,2
17855,741,老婆,n,pos,4
17856,741,评价,n,pos,5
17860,741,新房,n,pos,7
17863,741,高端,n,pos,9
17864,741,大气,n,pos,10
17866,741,智能,n,pos,11
17889,741,老婆,n,pos,23
17894,741,五星,nz,pos,25
17895,741,评价,n,pos,26
17896,743,价格合理,n,pos,1
17898,743,物流,n,pos,2
17901,743,售后,n,pos,4
17905,743,规范,n,pos,6
17909,743,流程,n,pos,8
17915,743,买家,n,pos,11
17919,743,型号,n,pos,13
17921,743,分瓦,n,pos,14
17923,743,瓦,n,pos,15
17936,743,插座,n,pos,19
17943,743,下单,n,pos,22
17945,744,力,n,pos,1
17946,744,速度,n,pos,2
17950,745,信赖,n,pos,2
17952,745,信赖,n,pos,3
17957,745,哥,n,pos,5
17959,745,服务态度,n,pos,6
17964,745,话,n,pos,9
17967,745,十星,nz,pos,10
17970,746,机器,n,pos,1
17975,746,师傅,nr,pos,3
17978,746,细心,n,pos,4
17983,746,地方,n,pos,7
17987,746,上门,ns,pos,9
17998,746,电话,n,pos,14
18003,747,购物,n,pos,1
18008,747,服务到位,n,pos,4
18012,747,省钱,n,pos,5
18013,747,省力,n,pos,6
18014,747,省心,n,pos,7
18018,747,电器,n,pos,8
18025,747,朋友,n,pos,10
18028,749,机器,n,pos,2
18079,750,发货,n,pos,1
18085,750,淋浴,n,pos,4
18086,750,头,n,pos,5
18089,750,客服,n,pos,7
18100,750,原装,n,pos,10
18121,751,楼,n,pos,2
18138,751,人员,n,pos,10
18144,751,师傅,nr,pos,14
18148,751,谢谢,nr,pos,16
18154,752,师傅,nr,pos,4
18158,752,服务态度,n,pos,6
18167,753,一家人,n,pos,1
18174,753,段时间,nr,pos,2
18180,753,外形,n,pos,3
18184,753,价位,n,pos,5
18189,753,东西,ns,pos,6
18192,753,老婆,n,pos,7
18199,754,价格,n,pos,2
18200,754,实惠,vn,pos,3
18202,754,服务态度,n,pos,4
18206,754,材料费,n,pos,5
18212,755,师傅,nr,pos,2
18214,755,敬业,n,pos,3
18220,755,雨,n,pos,4
18225,755,售后,n,pos,6
18235,755,师傅,nr,pos,11
18239,755,收费,n,pos,12
18247,756,力,n,pos,2
18256,756,人员,n,pos,5
18257,756,服务态度,n,pos,6
18261,756,五星,nz,pos,7
18264,756,上带,n,pos,9
18270,756,太小,n,pos,14
18275,757,东西,ns,pos,1
18291,757,师傅,nr,pos,7
18292,757,服务态度,n,pos,8
18298,757,朋友,n,pos,11
18302,758,机器,n,pos,1
18307,758,活动,vn,pos,3
18325,758,总体,n,pos,7
18327,758,机器,n,pos,8
18336,759,师傅,nr,pos,2
18340,759,安装费,n,pos,4
18345,759,块钱,n,pos,6
18358,759,花钱,n,pos,7
18364,759,钱,n,pos,9
18388,760,家用,n,pos,7
18393,760,小哥,n,pos,10
18398,760,品牌,n,pos,12
18401,760,信赖,n,pos,14
18406,761,物流,n,pos,2
18412,761,师傅,nr,pos,5
18413,761,服务,vn,pos,6
18419,761,电话,n,pos,8
18423,761,老公,nr,pos,10
18438,762,服务,vn,pos,1
18443,762,下单,n,pos,5
18452,762,实体店,n,pos,8
18456,762,太棒了,nr,pos,9
18458,762,产品,n,pos,10
18473,763,服务满意,n,pos,1
18478,763,质量,n,pos,4
18506,764,收费,n,pos,2
18513,764,安装费,n,pos,4
18528,764,老人,n,pos,6
18531,765,东西,ns,pos,1
18545,765,人员,n,pos,6
18550,765,整体,n,pos,7
18559,765,效果,n,pos,9
18564,766,正品,n,pos,2
18569,766,售后,n,pos,5
18576,766,力,n,pos,8
18594,767,机,n,pos,2
18596,767,师傅,nr,pos,3
18600,767,机,n,pos,6
18604,767,水管,n,pos,8
18607,767,师傅,nr,pos,10
18615,767,管试,vn,pos,13
18620,767,评论,n,pos,15
18621,768,自营,vn,pos,1
18626,768,信赖,n,pos,4
18657,769,同事,n,pos,3
18658,769,朋友,n,pos,4
18664,769,价格,n,pos,6
18666,769,实惠,vn,pos,8
18668,769,信赖,n,pos,9
18670,769,品牌,n,pos,10
18677,770,宝贝,nr,pos,1
18686,770,效果,n,pos,5
18690,770,商城,ns,pos,6
18692,770,产品,n,pos,7
18697,770,物流,n,pos,9
18699,770,农村,n,pos,11
18706,771,质量,n,pos,1
18736,771,评价,n,pos,11
18738,772,美观,nz,pos,2
18742,772,师付,nr,pos,4
18743,772,认真负责,n,pos,5
18746,772,安装费,n,pos,6
18754,772,轻体,n,pos,9
18755,772,墙,n,pos,10
18758,772,架子,n,pos,11
18760,772,安装费,n,pos,12
18767,772,阀,n,pos,16
18772,772,压力,n,pos,18
18773,772,阀,n,pos,19
18774,772,处,n,pos,20
18775,772,滴水,n,pos,21
18777,772,咨询,vn,pos,22
18784,772,影响,vn,pos,23
18785,772,美观,nz,pos,24
18793,773,信赖,n,pos,4
18795,773,品牌,n,pos,5
18797,773,全家,n,pos,6
18801,773,物流,n,pos,8
18811,774,物流,n,pos,1
18815,774,小时,n,pos,3
18821,774,建议,n,pos,5
18824,774,能耗,n,pos,7
18832,774,失策,n,pos,8
18837,774,大户,n,pos,10
18840,775,顾客,nr,pos,1
18846,775,评价,n,pos,3
18849,775,顾客,nr,pos,4
18851,775,水,n,pos,6
18852,775,效果,n,pos,7
18857,775,外形,n,pos,8
18861,775,服务,vn,pos,10
18867,775,棒棒,n,pos,11
18875,776,遥控器,n,pos,2
18893,776,原因,n,pos,7
18895,777,父母,n,pos,1
18899,777,现货,n,pos,2
18908,777,父母,n,pos,4
18915,777,师傅,nr,pos,7
18924,777,态度,n,pos,9
18928,777,满星,nz,pos,10
18931,778,发货,n,pos,1
18935,778,上门,ns,pos,3
18942,778,师傅,nr,pos,6
18950,778,断电,n,pos,8
18951,778,保温,n,pos,9
18961,779,品牌,n,pos,1
18964,779,信赖,n,pos,3
18968,779,师傅,nr,pos,6
18970,779,专业,n,pos,7
18972,779,服务态度,n,pos,8
18978,779,师傅,nr,pos,10
18981,779,五星,nz,pos,12
18989,780,商品,n,pos,2
18994,780,上楼,ns,pos,5
19001,780,样子,n,pos,8
19002,780,美观,nz,pos,9
19004,780,杠杠,n,pos,10
19010,781,物品,n,pos,1
19014,781,质量,n,pos,3
19018,781,价格,n,pos,5
19020,781,实惠,vn,pos,6
19023,781,速度,n,pos,8
19027,781,下单,n,pos,9
19032,781,货,n,pos,12
19036,781,信赖,n,pos,13
19038,781,五星,nz,pos,14
19046,782,无线,n,pos,4
19047,782,遥控,vn,pos,5
19059,783,外表,n,pos,1
19061,783,价格,n,pos,3
19062,783,美丽,ns,pos,4
19064,783,服务,vn,pos,5
19069,783,态度,n,pos,8
19072,783,速度,n,pos,9
19083,784,朋友家,n,pos,1
19084,784,别墅,n,pos,2
19095,784,服务,vn,pos,7
19100,784,产品质量,n,pos,8
19104,784,信赖,n,pos,10
19105,785,产品,n,pos,1
19114,785,温度,n,pos,4
19128,785,混水,n,pos,10
19143,786,收费,n,pos,6
19150,786,厂家,n,pos,9
19153,786,费用,n,pos,10
19156,786,产品,n,pos,12
19161,786,乱收费,n,pos,15
19179,787,体验,n,pos,5
19180,787,实感,n,pos,6
19185,787,报,n,pos,9
19189,787,危险,an,pos,10
19192,788,价格,n,pos,1
19198,788,遥控器,n,pos,4
19202,788,省事,n,pos,5
19204,788,售后,n,pos,6
19209,788,态度,n,pos,9
19220,789,整体,n,pos,1
19226,789,样子,n,pos,4
19234,789,服务,vn,pos,9
19235,789,人员,n,pos,10
19245,789,整体,n,pos,14
19254,790,安装费,n,pos,1
19255,790,费太高,nr,pos,2
19270,790,管子,n,pos,5
19272,791,热水,n,pos,1
19273,791,机,n,pos,2
19278,791,东西,ns,pos,3
19280,791,信奈,nr,pos,5
19286,791,售后,n,pos,8
19293,791,东西,ns,pos,10
19295,792,师傅,nr,pos,2
19299,792,上门,ns,pos,4
19301,792,服务到位,n,pos,6
19303,792,脾气,n,pos,7
19324,793,质量,n,pos,2
19342,793,花钱,n,pos,7
19347,793,太小,n,pos,9
19350,794,发货,n,pos,1
19351,794,速度,n,pos,2
19357,794,师傅,nr,pos,6
19359,794,红心,n,pos,7
19363,794,乱收费,n,pos,8
19365,794,服务态度,n,pos,9
19369,794,设计,vn,pos,11
19372,794,设计,vn,pos,13
19383,795,速度,n,pos,3
19394,795,材料费,n,pos,9
19397,795,标准,n,pos,10
19401,795,全家,n,pos,12
19406,796,性价比,n,pos,1
19409,796,遥控,vn,pos,3
19411,796,遥控,vn,pos,4
19414,796,经济,n,pos,5
19417,796,经济,n,pos,6
19425,797,货后,n,pos,2
19427,797,摇控器,nz,pos,4
19434,797,售后,n,pos,6
19443,797,师傅,nr,pos,12
19447,797,态度,n,pos,14
19453,798,客服,n,pos,1
19454,798,服务态度,n,pos,2
19470,798,温度,n,pos,5
19477,798,客服,n,pos,8
19482,799,东西,ns,pos,1
19489,799,态度,n,pos,5
19493,799,冰箱,n,pos,6
19502,799,购物,n,pos,8
19505,799,信赖,n,pos,10
19530,800,老爸,n,pos,13
19540,801,性价比,n,pos,2
19545,801,功率,n,pos,3
19558,801,家庭,n,pos,7
19564,802,老家,n,pos,1
19572,802,爸爸,n,pos,4
19586,803,正品,n,pos,1
19588,803,配货,n,pos,2
19592,803,农村,n,pos,3
19601,803,服务态度,n,pos,7
19608,803,感觉,n,pos,9
19609,803,出水量,n,pos,10
19613,804,速度,n,pos,2
19623,804,售后,n,pos,6
19631,804,东西,ns,pos,8
19634,804,五金店,nz,pos,9
19638,804,售后,n,pos,10
19641,804,花钱,n,pos,12
19642,805,物流,n,pos,1
19645,805,力,n,pos,2
19652,805,质量,n,pos,3
19656,805,朋友,n,pos,4
19660,805,购物,n,pos,6
19664,806,活动,vn,pos,2
19670,806,速度,n,pos,3
19673,806,态度,n,pos,4
19685,806,东西,ns,pos,7
19689,807,直径,n,pos,2
19694,807,外,n,pos,3
19695,807,直径,n,pos,4
19703,807,牌子,n,pos,6
19706,807,保温层,n,pos,7
19719,808,预感,n,pos,2
19725,808,温度,n,pos,3
19731,808,电,n,pos,5
19739,808,热水,n,pos,8
19748,809,阴雨天,nr,pos,3
19750,809,太阳能,n,pos,4
19761,809,师傅,nr,pos,7
19763,809,上门,ns,pos,8
19768,810,服务,vn,pos,1
19775,810,上楼,ns,pos,5
19778,810,免费,vn,pos,6
19787,810,软管,n,pos,9
19797,811,安装费,n,pos,1
19798,811,太贵,nr,pos,2
19801,811,机子,n,pos,3
19804,811,墙,n,pos,5
19814,811,面板,n,pos,11
19824,812,感觉,n,pos,1
19829,812,速度,n,pos,4
19834,812,设计,vn,pos,6
19841,812,冷水,n,pos,9
19842,812,热水,n,pos,10
19846,812,变冷,vn,pos,12
19854,813,购物,n,pos,2
19858,813,实体店,n,pos,3
19870,813,师傅,nr,pos,8
19871,813,态度,n,pos,9
19876,814,品牌,n,pos,2
19880,814,商城,ns,pos,3
19882,814,信赖,n,pos,5
19892,814,朋友,n,pos,10
19897,815,师傅,nr,pos,2
19898,815,态度,n,pos,3
19906,816,新房,n,pos,1
19916,816,小哥,n,pos,5
19917,816,服务,vn,pos,6
19937,817,东西,ns,pos,1
19947,817,空间,n,pos,5
19953,817,师傅,nr,pos,8
19965,818,物流,n,pos,1
19970,818,服务,vn,pos,3
19976,818,机子,n,pos,5
19977,818,很漂亮,n,pos,6
19997,819,试试,vn,pos,3
20012,820,师傅,nr,pos,3
20015,820,装,n,pos,4
20016,820,态度,n,pos,5
20021,820,售后,n,pos,6
20027,821,质量,n,pos,1
20030,821,产品,n,pos,2
20033,821,力,n,pos,3
20036,821,师傅,nr,pos,5
20037,821,服务态度,n,pos,6
20040,821,信赖,n,pos,7
20055,822,品牌,n,pos,2
20057,822,质量,n,pos,3
20062,822,价格比,n,pos,5
20063,822,实体店,n,pos,6
20067,822,外观设计,n,pos,9
20080,823,师傅,nr,pos,2
20089,823,服务,vn,pos,6
20095,823,售后,n,pos,8
20103,824,速度,n,pos,1
20108,824,老家,n,pos,3
20118,824,服务,vn,pos,7
20125,825,漏水,n,pos,1
20131,825,现象,n,pos,2
20137,825,漏水,n,pos,4
20146,825,责任,n,pos,7
20150,825,评评理,n,pos,8
20159,826,烧水,n,pos,3
20160,826,速度,n,pos,4
20163,826,保温,n,pos,5
20164,826,时间,n,pos,6
20169,826,关电,n,pos,10
20173,826,用水,n,pos,13
20180,827,东西,ns,pos,1
20184,827,物流,n,pos,3
20191,827,人员,n,pos,6
20211,828,师傅,nr,pos,4
20212,828,服务,vn,pos,5
20216,828,态度,n,pos,7
20221,828,收费,n,pos,8
20243,829,大嫂,n,pos,4
20248,829,包装箱,n,pos,5
20255,829,遥控,vn,pos,8
20256,829,架子,n,pos,9
20265,830,物流,n,pos,1
20268,830,东西,ns,pos,3
20280,830,实体店,n,pos,6
20281,830,优惠,vn,pos,7
20284,830,东西,ns,pos,8
20286,830,正品,n,pos,9
20288,831,品牌,n,pos,1
20290,831,信赖,n,pos,3
20293,831,师傅,nr,pos,5
20294,831,服务态度,n,pos,6
20299,831,细心,n,pos,8
20310,832,杠杠,n,pos,2
20321,834,样子,n,pos,1
20329,834,评价,n,pos,3
20335,835,派件,n,pos,3
20336,835,员,n,pos,4
20345,835,货品,n,pos,8
20348,835,质量保证,n,pos,9
20350,835,信赖,n,pos,10
20354,836,实惠,vn,pos,2
20360,836,太丑,n,pos,4
20362,836,售后,n,pos,5
20369,836,遥控,vn,pos,7
20375,836,店家,n,pos,9
20388,837,下单,n,pos,3
20398,837,电器,n,pos,4
20403,837,服务,vn,pos,5
20406,838,质量,n,pos,1
20410,838,电子,n,pos,2
20411,838,屏幕,n,pos,3
20413,838,大气,n,pos,4
20417,838,速度,n,pos,7
20421,838,小哥,n,pos,10
20422,838,服务态度,n,pos,11
20431,839,品牌,n,pos,1
20433,839,质量,n,pos,2
20437,839,性能,n,pos,3
20448,839,空调,n,pos,8
20450,839,油烟机,n,pos,9
20456,840,宝贝,nr,pos,1
20460,840,质量,n,pos,3
20484,841,人员,n,pos,3
20504,841,顾客,nr,pos,10
20507,841,售后,n,pos,11
20508,841,体验,n,pos,12
20514,842,下单,n,pos,2
20528,842,遥控,vn,pos,5
20535,842,全家,n,pos,9
20564,844,大哥,n,pos,2
20565,844,态度,n,pos,3
20573,844,师傅,nr,pos,6
20586,844,服务,vn,pos,11
20592,845,货是,n,pos,1
20603,845,拉萨,nrt,pos,5
20605,845,电话,n,pos,7
20610,845,货,n,pos,8
20619,846,产品,n,pos,1
20620,846,外貌,n,pos,2
20624,846,产品质量,n,pos,4
20628,846,正品,n,pos,5
20629,846,行货,n,pos,6
20631,846,谢谢,nr,pos,7
20641,847,外观,n,pos,1
20642,847,很漂亮,n,pos,2
20646,847,主板,n,pos,3
20649,847,多长时间,n,pos,4
20651,847,总体,n,pos,5
20655,847,价格,n,pos,7
20656,847,浮动,vn,pos,8
20670,848,烧水,n,pos,3
20679,848,小时,n,pos,8
20690,849,保温,n,pos,1
20691,849,效果,n,pos,2
20705,849,自带,n,pos,5
20710,849,淋上,n,pos,7
20712,849,过瘾,n,pos,8
20714,850,速度,n,pos,2
20717,850,服务,vn,pos,3
20718,850,热情,n,pos,4
20733,850,效果,n,pos,8
20736,850,服务,vn,pos,9
20749,851,阿白阿,nr,pos,5
20750,851,白阿白,nr,pos,6
20753,851,阿白,nr,pos,7
20754,851,阿白阿,nr,pos,8
20755,851,白阿白,nr,pos,9
20756,851,阿白阿,nr,pos,10
20757,851,白阿白,nr,pos,11
20758,851,阿白阿,nr,pos,12
20759,851,白阿白,nr,pos,13
20760,851,阿白,nr,pos,14
20761,852,东西,ns,pos,1
20767,852,大哥,n,pos,4
20781,852,东西,ns,pos,10
20784,852,实惠,vn,pos,11
20792,853,品牌,n,pos,1
20795,853,速度,n,pos,3
20798,853,质量,n,pos,4
20801,853,热,n,pos,6
20821,854,售后,n,pos,5
20822,854,师傅,nr,pos,6
20826,854,力,n,pos,8
20830,854,品牌,n,pos,9
20832,854,质量,n,pos,10
20836,855,费用,n,pos,2
20841,855,管子,n,pos,4
20848,855,温度,n,pos,8
20851,855,人性化,n,pos,9
20854,855,机能,n,pos,10
20856,855,温度,n,pos,11
20861,856,信赖,n,pos,1
20862,856,品质,n,pos,2
20864,856,品质,n,pos,3
20876,856,字,n,pos,6
20882,857,感觉,n,pos,2
20887,857,师傅,nr,pos,4
20889,857,态度,n,pos,6
20894,857,价格,n,pos,7
20900,857,价格,n,pos,8
20912,858,外观,n,pos,3
20919,858,效果,n,pos,5
20923,858,货,n,pos,6
20926,858,信赖,n,pos,8
20930,859,电器,n,pos,1
20933,859,质量,n,pos,3
20948,860,东西,ns,pos,1
20952,860,师傅,nr,pos,3
20955,860,用心,n,pos,5
20958,860,负责人,n,pos,7
20986,861,规整,vn,pos,3
20992,861,价格,n,pos,4
20996,862,产品,n,pos,1
21002,862,服务,vn,pos,4
21009,862,性价比,n,pos,7
21015,862,消费,vn,pos,11
21016,862,体验,n,pos,12
21018,863,下单,n,pos,1
21025,863,物流,n,pos,4
21026,863,系统,n,pos,5
21032,863,物流,n,pos,6
21034,863,委托,n,pos,8
21037,863,公司,n,pos,9
21048,863,时间,n,pos,13
21052,863,乡镇,n,pos,14
21055,863,费用,n,pos,15
21058,863,货车,n,pos,17
21062,863,字,n,pos,19
21063,863,农村,n,pos,20
21068,864,发货,n,pos,1
21069,864,速度,n,pos,2
21082,864,体验,n,pos,6
21089,864,谢谢,nr,pos,10
21090,864,谢谢,nr,pos,11
21093,865,师傅,nr,pos,2
21094,865,服务,vn,pos,3
21095,865,棒棒,n,pos,4
21103,867,宝贝,nr,pos,1
21114,867,服务态度,n,pos,5
21119,867,力,n,pos,6
21122,868,物流,n,pos,1
21140,868,评价,n,pos,7
21142,869,东西,ns,pos,1
21159,869,品牌,n,pos,7
21170,870,总体,n,pos,2
21172,870,效果,n,pos,3
21179,870,材料费,n,pos,7
21180,870,太贵,nr,pos,8
21193,871,品牌,n,pos,2
21196,871,信赖,n,pos,4
21198,871,价格合理,n,pos,5
21203,871,服务态度,n,pos,7
21215,872,麻烦,an,pos,2
21226,872,情况,n,pos,4
21230,872,热水,n,pos,6
21238,874,品牌,n,pos,1
21256,874,售后,n,pos,4
21274,875,产品,n,pos,1
21275,875,信任,n,pos,2
21281,876,过程,n,pos,3
21305,878,回家,n,pos,2
21308,878,老妈,n,pos,4
21331,879,效果,n,pos,5
21336,879,品牌,n,pos,6
21339,879,信赖,n,pos,8
21341,880,大哥,n,pos,2
21344,881,物流,n,pos,1
21345,881,速度,n,pos,2
21352,881,城市,ns,pos,6
21355,881,下单,n,pos,8
21391,882,质量,n,pos,6
21395,883,评论,n,pos,1
21397,883,感觉,n,pos,2
21402,883,外观,n,pos,4
21413,883,谢谢,nr,pos,9
21420,885,商品,n,pos,1
21428,885,备件,n,pos,5
21433,885,管子,n,pos,8
21435,885,吊架,n,pos,9
21440,885,感觉,n,pos,11
21442,885,费用,n,pos,13
21443,885,不合理,n,pos,14
21455,886,谢谢,nr,pos,4
21457,886,小哥,n,pos,6
21460,887,国产,n,pos,2
21463,887,品牌,n,pos,3
21465,887,外观,n,pos,4
21467,887,质量,n,pos,5
21469,887,价位,n,pos,6
21476,887,美美,ns,pos,9
21477,887,美,ns,pos,10
21489,888,师傅,nr,pos,5
21504,888,评价,n,pos,9
21511,889,无线,n,pos,4
21512,889,遥控,vn,pos,5
21518,890,正品,n,pos,1
21520,890,价格,n,pos,2
21521,890,实惠,vn,pos,3
21523,890,服务,vn,pos,4
21539,891,东西,ns,pos,1
21551,891,材料费,n,pos,5
21561,892,货物,n,pos,2
21569,892,师傅,nr,pos,6
21572,892,力,n,pos,7
21578,892,效果,n,pos,9
21587,893,门,n,pos,2
21588,893,服务态度,n,pos,3
21592,893,质量,n,pos,4
21597,893,质量,n,pos,6
21603,894,东西,ns,pos,1
21607,894,师傅,nr,pos,4
21610,894,师傅,nr,pos,6
21611,894,态度,n,pos,7
21620,894,师傅,nr,pos,10
21628,894,小时,n,pos,13
21630,895,美观大方,ns,pos,1
21632,895,经济,n,pos,2
21633,895,实惠,vn,pos,3
21638,895,商城,ns,pos,6
21639,895,发货,n,pos,7
21647,896,物流,n,pos,1
21648,896,速度,n,pos,2
21651,896,宝贝,nr,pos,4
21656,896,实惠,vn,pos,5
21661,896,购物,n,pos,7
21662,896,体验,n,pos,8
21669,898,淋浴,n,pos,2
21697,899,节省,n,pos,5
21698,899,电,n,pos,6
21704,899,客气,n,pos,9
21707,900,师付,nr,pos,2
21708,900,服务,vn,pos,3
21719,901,承重墙,nr,pos,5
21724,901,管件,n,pos,7
21729,901,小贵,nr,pos,9
21734,902,老人,n,pos,3
21736,902,小孩,n,pos,4
21739,902,上楼,ns,pos,6
21758,904,功率,n,pos,2
21769,904,亲们,n,pos,5
21772,904,下单,n,pos,7
21774,905,价格,n,pos,1
21775,905,实惠,vn,pos,2
21780,905,发货,n,pos,4
21792,906,东京,ns,pos,1
21797,906,物流,n,pos,4
21800,906,物流,n,pos,6
21801,906,服务,vn,pos,7
21807,906,售货,n,pos,9
21816,906,售后,n,pos,13
21836,908,品牌,n,pos,1
21839,908,信耐,n,pos,3
21841,908,东西,ns,pos,4
21849,908,师傅,nr,pos,9
21852,908,上门,ns,pos,11
21860,909,专业,n,pos,2
21862,909,宝贝,nr,pos,3
21866,909,保温,n,pos,5
21873,909,热水,n,pos,8
21879,909,断电,n,pos,10
21889,910,省心,n,pos,3
21891,910,服务,vn,pos,4
21894,910,杠杠,n,pos,5
21900,910,尺寸,n,pos,7
21917,910,处理速度,n,pos,13
21924,910,大赞,nr,pos,16
21929,911,朋友,n,pos,4
21932,911,漏电,nz,pos,6
21936,911,咨询,vn,pos,7
21941,911,地线,n,pos,10
21945,911,产品,n,pos,11
21947,911,毛病,n,pos,12
21956,913,人员,n,pos,2
21957,913,服务,vn,pos,3
21968,913,大气,n,pos,9
21981,914,售后,n,pos,3
21983,914,电话,n,pos,4
21989,914,颜色,n,pos,6
21995,914,读数,n,pos,8
22000,914,棒棒,n,pos,9
22010,915,购物,n,pos,4
22016,915,商城,ns,pos,7
22030,916,地方,n,pos,4
22032,916,服务,vn,pos,5
22042,917,实体店,n,pos,2
22046,917,师傅,nr,pos,5
22047,917,服务态度,n,pos,6
