,index_content,word,nature,content_type,index_word
13271,458,师傅,nr,pos,3
13272,458,安装,v,pos,4
13273,458,仔细,ad,pos,5
13275,458,价格合理,n,pos,6
13276,459,送货,v,pos,1
13278,459,安装,v,pos,2
13279,459,服务,vn,pos,3
13282,459,满意,v,pos,4
13284,459,天,q,pos,5
13285,459,冷,a,pos,6
13288,459,孩子,n,pos,7
13290,459,洗,v,pos,8
13292,459,热水澡,n,pos,9
13295,460,很好,a,pos,1
13298,460,价格便宜,n,pos,2
13300,460,质量,n,pos,3
13304,460,真好,a,pos,4
13307,461,爸妈,n,pos,1
13308,461,换,v,pos,2
13310,461,新,a,pos,3
13314,461,不错,a,pos,4
13316,461,水热,n,pos,5
13318,461,很快,d,pos,6
13320,461,安装,v,pos,7
13321,461,师傅,nr,pos,8
13325,461,力,n,pos,9
13329,462,不错,a,pos,1
13331,462,安装费,n,pos,2
13332,462,花,v,pos,3
13334,462,块钱,n,pos,4
13337,462,品牌,n,pos,5
13338,462,值得,v,pos,6
13339,462,信赖,n,pos,7
13341,463,发货,n,pos,1
13342,463,很快,d,pos,2
13345,463,过程,n,pos,3
13346,463,中,f,pos,4
13347,463,暂时,d,pos,5
13351,464,昨天,t,pos,1
13352,464,送货到,l,pos,2
13353,464,家,m,pos,3
13355,464,四楼,ns,pos,4
13357,464,箱子,n,pos,5
13358,464,感觉,n,pos,6
13360,464,陈旧,nr,pos,7
13362,464,放,v,pos,8
13364,464,好久,m,pos,9
13366,464,样子,n,pos,10
13372,464,想,v,pos,11
13374,464,快递,v,pos,12
13375,464,小哥,n,pos,13
13376,464,走,v,pos,14
13380,464,想想,v,pos,15
13381,464,总,b,pos,16
13383,464,滋味,n,pos,17
13385,464,打开,v,pos,18
13389,464,发现,v,pos,19
13390,464,泡沫,n,pos,20
13391,464,碎,a,pos,21
13392,464,掉,v,pos,22
13395,464,还好,v,pos,23
13396,464,机器,n,pos,24
13398,464,损伤,v,pos,25
13401,464,安装,v,pos,26
13409,465,刚刚,d,pos,1
13410,465,收到,v,pos,2
13412,465,要过,c,pos,3
13413,465,几天,m,pos,4
13415,465,安转,v,pos,5
13417,465,希望,v,pos,6
13423,466,太,d,pos,1
13426,466,尺寸,n,pos,2
13428,466,合适,a,pos,3
13434,466,给退,v,pos,4
13441,466,退,v,pos,5
13442,466,件,q,pos,6
13444,466,人员,n,pos,7
13445,466,上门,ns,pos,8
13446,466,取,v,pos,9
13448,466,件,q,pos,10
13450,466,服务,vn,pos,11
13452,466,超好,v,pos,12
13455,466,新,a,pos,13
13460,466,前前后后,i,pos,14
13461,466,跑,v,pos,15
13463,466,好几趟,m,pos,16
13465,466,楼,n,pos,17
13466,466,上上下下,l,pos,18
13469,466,怨言,n,pos,19
13473,466,狂点,n,pos,20
13474,466,赞,v,pos,21
13478,467,产品,n,pos,1
13480,467,收到,v,pos,2
13482,467,安装,v,pos,3
13483,467,服务,vn,pos,4
13484,467,人员,n,pos,5
13486,467,热情,n,pos,6
13488,468,父母,n,pos,1
13491,468,这款,r,pos,2
13495,468,不错,a,pos,3
13498,468,新家,n,pos,4
13504,468,好评,v,pos,5
13505,469,品质,n,pos,1
13506,469,太,d,pos,2
13508,469,安装,v,pos,3
13509,469,服务,vn,pos,4
13511,469,到位,v,pos,5
13513,469,赞,v,pos,6
13514,470,物流配送,n,pos,1
13517,470,力,n,pos,2
13519,470,安装,v,pos,3
13520,470,师傅,nr,pos,4
13521,470,服务态度,n,pos,5
13524,470,下次,t,pos,6
13530,470,回来,v,pos,7
13531,471,质量,n,pos,1
13532,471,不错,a,pos,2
13534,471,价格,n,pos,3
13535,471,合适,a,pos,4
13536,471,性价比,n,pos,5
13537,471,高,a,pos,6
13539,471,太棒了,nr,pos,7
13540,472,加热,v,pos,1
13542,472,慢,a,pos,2
13544,472,冬天,t,pos,3
13545,472,不好,d,pos,4
13546,472,放水,v,pos,5
13548,472,买来,v,pos,6
13549,472,一个多月,m,pos,7
13552,472,没用,v,pos,8
13553,472,几次,m,pos,9
13556,473,信赖,n,pos,1
13558,473,信赖,n,pos,2
13560,473,一如既往,i,pos,3
13561,473,地好,n,pos,4
13563,474,安装,v,pos,1
13567,474,快递,v,pos,2
13568,474,小哥,n,pos,3
13570,474,安装,v,pos,4
13571,474,师傅,nr,pos,5
13572,474,服务态度,n,pos,6
13578,474,满意,v,pos,7
13581,475,不错,a,pos,1
13583,475,价格,n,pos,2
13585,475,保护,v,pos,3
13588,475,贴心,v,pos,4
13591,475,品牌,n,pos,5
13593,475,值得,v,pos,6
13594,475,信奈,nr,pos,7
13597,476,中,f,pos,1
13599,476,感觉,n,pos,2
13602,476,谢谢,nr,pos,3
13603,476,谢谢,nr,pos,4
13604,476,谢谢,nr,pos,5
13605,476,谢谢,nr,pos,6
13606,477,购物,n,pos,1
13610,477,快捷,a,pos,2
13613,477,服务,vn,pos,3
13616,478,活动,vn,pos,1
13617,478,期间,f,pos,2
13618,478,购买,v,pos,3
13622,478,不错,a,pos,4
13624,478,物流,n,pos,5
13630,478,专业,n,pos,6
13631,478,安装,v,pos,7
13632,478,人员,n,pos,8
13634,478,服务,vn,pos,9
13638,478,不错,a,pos,10
13642,478,产品质量,n,pos,11
13648,478,差距,n,pos,12
13650,478,服务,vn,pos,13
13655,479,没装,v,pos,1
13657,479,送货,v,pos,2
13658,479,很快,d,pos,3
13660,479,快递,v,pos,4
13661,479,员,zg,pos,5
13662,479,辛苦,a,pos,6
13664,480,经济,n,pos,1
13665,480,实惠,vn,pos,2
13669,480,放心,v,pos,3
13671,480,安装,v,pos,4
13672,480,师傅,nr,pos,5
13674,480,细心,n,pos,6
13676,480,赞赞,v,pos,7
13677,480,赞,v,pos,8
13683,481,一段时间,l,pos,1
13686,481,省事,n,pos,2
13690,481,订单,n,pos,3
13692,481,安装,v,pos,4
13694,481,一路,m,pos,5
13695,481,顺畅,a,pos,6
13697,482,价格,n,pos,1
13700,482,便宜,a,pos,2
13702,482,希望,v,pos,3
13703,482,能用,n,pos,4
13704,482,得住,v,pos,5
13706,483,服务,vn,pos,1
13710,483,发货,n,pos,2
13713,483,安装,v,pos,3
13714,483,效率,n,pos,4
13720,483,满意,v,pos,5
13722,483,好评,v,pos,6
13724,484,物流,n,pos,1
13726,484,服务,vn,pos,2
13731,484,值得,v,pos,3
13732,484,信赖,n,pos,4
13735,484,品牌,n,pos,5
13736,484,值得,v,pos,6
13737,484,信赖,n,pos,7
13738,485,家里,s,pos,1
13742,485,值得,v,pos,2
13743,485,信赖,n,pos,3
13746,486,几天,m,pos,1
13749,486,没装,v,pos,2
13752,486,品牌,n,pos,3
13754,487,商品,n,pos,1
13755,487,超好,v,pos,2
13757,487,安装,v,pos,3
13758,487,师傅,nr,pos,4
13759,487,服务态度,n,pos,5
13762,488,快递,v,pos,1
13763,488,很快,d,pos,2
13766,488,爸妈,n,pos,3
13772,488,喜欢,v,pos,4
13780,489,品牌,n,pos,1
13781,489,值得,v,pos,2
13782,489,信赖,n,pos,3
13784,489,物流,n,pos,4
13786,489,服务,vn,pos,5
13791,489,家电,j,pos,6
13794,489,正品,n,pos,7
13795,490,自营,vn,pos,1
13796,490,店,n,pos,2
13799,490,新款,n,pos,3
13800,490,包,v,pos,4
13801,490,安装,v,pos,5
13802,490,超赞,v,pos,6
13805,491,物流,n,pos,1
13809,491,价格,n,pos,2
13811,491,实惠,vn,pos,3
13815,491,购买,v,pos,4
13817,491,支持,v,pos,5
13821,492,预想,v,pos,1
13826,492,送货,v,pos,2
13827,492,师傅,nr,pos,3
13828,492,帮,v,pos,4
13830,492,送到,v,pos,5
13831,492,家,q,pos,6
13832,492,辛苦,a,pos,7
13835,492,安装,v,pos,8
13836,492,师傅,nr,pos,9
13839,492,用心,n,pos,10
13841,492,安装,v,pos,11
13844,492,帮,v,pos,12
13846,492,试,v,pos,13
13848,492,水温,n,pos,14
13850,492,妥当,a,pos,15
13851,492,后才,t,pos,16
13852,492,离开,v,pos,17
13855,492,白菜价,n,pos,18
13856,492,买到,v,pos,19
13858,492,品牌,n,pos,20
13860,492,实在,v,pos,21
13861,492,物超所值,i,pos,22
13865,492,一系列,m,pos,23
13867,492,服务,vn,pos,24
13868,492,点,m,pos,25
13870,492,大大的,nz,pos,26
13871,492,赞,v,pos,27
13877,493,安装,v,pos,1
13878,493,人员,n,pos,2
13880,493,水管,n,pos,3
13881,493,接反,v,pos,4
13886,493,搞定,v,pos,5
13888,494,不错,a,pos,1
13890,494,满意,v,pos,2
13891,494,满意,v,pos,3
13893,494,满意,v,pos,4
13894,494,性价比,n,pos,5
13895,494,高,a,pos,6
13900,494,材料,n,pos,7
13902,494,安装,v,pos,8
13905,495,不错,a,pos,1
13908,495,品牌,n,pos,2
13915,495,气,n,pos,3
13920,495,收到,v,pos,4
13921,495,货,n,pos,5
13923,495,刚刚,d,pos,6
13927,495,价格,n,pos,7
13929,495,便宜,a,pos,8
13930,495,百多,m,pos,9
13942,495,装上去,v,pos,10
13945,495,忘记,v,pos,11
13946,495,退货,v,pos,12
13952,496,外观,n,pos,1
13956,496,送货,v,pos,2
13960,496,安装,v,pos,3
13961,496,师傅,nr,pos,4
13964,496,专业,n,pos,5
13966,497,操作,v,pos,1
13967,497,简单,a,pos,2
13971,497,热水,n,pos,3
13972,497,速度,n,pos,4
13976,498,不错,a,pos,1
13978,498,物流,n,pos,2
13979,498,超快,v,pos,3
13981,498,配送,v,pos,4
13983,498,家,q,pos,5
13986,498,安装,v,pos,6
13990,498,棒棒,n,pos,7
13991,498,哒,zg,pos,8
13995,499,想,v,pos,1
14001,499,好评,v,pos,2
14006,500,售后服务,l,pos,1
14010,500,安装,v,pos,2
14011,500,师傅,nr,pos,3
14016,500,送货,v,pos,4
14017,500,师傅,nr,pos,5
14020,500,负责,v,pos,6
14023,501,朋友,n,pos,1
14029,501,东西,ns,pos,2
14030,501,好不好,l,pos,3
14032,502,师傅,nr,pos,1
14033,502,态度,n,pos,2
14037,502,安装,v,pos,3
14039,502,到位,v,pos,4
14041,502,解释,v,pos,5
14044,502,详细,ad,pos,6
14046,502,果断,d,pos,7
14047,502,五星,nz,pos,8
14048,503,安装,v,pos,1
14049,503,师傅,nr,pos,2
14051,503,不错,a,pos,3
14053,503,好评,v,pos,4
14058,503,价格公道,n,pos,5
14062,503,安装,v,pos,6
14063,503,师傅,nr,pos,7
14065,503,不错,a,pos,8
14067,503,好评,v,pos,9
14072,503,价格公道,n,pos,10
14076,503,安装,v,pos,11
14077,503,师傅,nr,pos,12
14079,503,不错,a,pos,13
14081,503,好评,v,pos,14
14086,503,价格公道,n,pos,15
14090,504,购物,n,pos,1
14093,504,物美价廉,l,pos,2
14094,504,品质,n,pos,3
14095,504,优,n,pos,4
14096,505,产品,n,pos,1
14098,505,安装,v,pos,2
14100,505,师傅,nr,pos,3
14102,505,不错,a,pos,4
14104,505,好评,v,pos,5
14109,506,产品,n,pos,1
14110,506,不错,a,pos,2
14114,507,安装,v,pos,1
14116,507,赞,v,pos,2
14118,507,值得,v,pos,3
14119,507,信赖,n,pos,4
14120,508,东西,ns,pos,1
14121,508,不错,a,pos,2
14123,508,值得,v,pos,3
14124,508,信赖,n,pos,4
14126,508,快递,v,pos,5
14127,508,隔天,nz,pos,6
14134,508,力,n,pos,7
14136,508,赞,v,pos,8
14137,509,第二次,m,pos,1
14138,509,购买,v,pos,2
14142,509,东西,ns,pos,3
14143,509,放心,v,pos,4
14145,509,售后服务,l,pos,5
14146,509,超给,v,pos,6
14147,509,力,n,pos,7
14149,510,发货,n,pos,1
14150,510,很快,d,pos,2
14152,510,包装,v,pos,3
14153,510,玩,v,pos,4
14156,510,赞,v,pos,5
14157,511,送到,v,pos,1
14158,511,很快,d,pos,2
14161,511,安装,v,pos,3
14164,511,不错,a,pos,4
14165,511,性价比,n,pos,5
14166,511,高,a,pos,6
14173,512,没用,v,pos,1
14175,512,看着,v,pos,2
14177,512,行,zg,pos,3
14180,513,不错,a,pos,1
14184,513,一段时间,l,pos,2
14187,513,评价,n,pos,3
14190,513,配件,n,pos,4
14192,513,贵,a,pos,5
14195,514,热,n,pos,1
14196,514,洗澡,v,pos,2
14197,514,够,v,pos,3
14201,514,棒,zg,pos,4
14204,514,值得,v,pos,5
14205,514,购买,v,pos,6
14208,515,不错,a,pos,1
14212,515,花洒,nr,pos,2
14213,515,太小,n,pos,3
14217,515,水压,n,pos,4
14219,515,高,a,pos,5
14221,515,水太,nr,pos,6
14222,515,密集,n,pos,7
14223,516,帮,v,pos,1
14224,516,朋友,n,pos,2
14228,516,当天,t,pos,3
14229,516,付款,v,pos,4
14230,516,第二天,m,pos,5
14232,516,送货,v,pos,6
14233,516,安装,v,pos,7
14241,517,没用,v,pos,1
14242,517,过段时间,n,pos,2
14243,517,追评,v,pos,3
14244,518,不错,a,pos,1
14249,518,两天,m,pos,2
14251,518,降价,n,pos,3
14253,519,售后服务,l,pos,1
14256,519,安装,v,pos,2
14257,519,技术,n,pos,3
14260,519,服务态度,n,pos,4
14264,519,满意,v,pos,5
14266,520,品牌,n,pos,1
14268,520,信得过,v,pos,2
14270,520,质量,n,pos,3
14275,520,热水,n,pos,4
14276,520,充足,a,pos,5
14278,520,容量,n,pos,6
14281,521,品牌,n,pos,1
14288,522,热,a,pos,1
14290,522,很快,d,pos,2
14292,522,外观,n,pos,3
14294,522,漂亮,a,pos,4
14296,522,省,n,pos,5
14297,522,时,ng,pos,6
14301,522,爱,v,pos,7
14303,523,收到,v,pos,1
14305,523,质量,n,pos,2
14307,523,外观,n,pos,3
14308,523,漂亮,a,pos,4
14309,523,大气,n,pos,5
14310,524,东西,ns,pos,1
14311,524,收到,v,pos,2
14313,524,物流,n,pos,3
14314,524,很快,d,pos,4
14317,524,价位,n,pos,5
14319,524,东西,ns,pos,6
14323,525,东西,ns,pos,1
14327,525,值得,v,pos,2
14328,525,购买,v,pos,3
14330,525,容量,n,pos,4
14333,525,出水量,n,pos,5
14338,526,不错,a,pos,1
14339,526,样子,n,pos,2
14341,526,好看,v,pos,3
14342,526,不错,a,pos,4
14343,526,样子,n,pos,5
14345,526,好看,v,pos,6
14347,527,满意,v,pos,1
14352,527,一个月,m,pos,2
14355,527,评论,n,pos,3
14357,527,安装,v,pos,4
14358,527,师,ng,pos,5
14365,528,商城,ns,pos,1
14366,528,网,n,pos,2
14367,528,购物,n,pos,3
14368,528,流,n,pos,4
14369,528,安装,v,pos,5
14370,528,天,q,pos,6
14372,528,搞定,v,pos,7
14374,529,服务,vn,pos,1
14375,529,太度,n,pos,2
14379,529,主机,b,pos,3
14381,529,装,v,pos,4
14386,529,一段时间,l,pos,5
14387,529,先知,n,pos,6
14388,529,质量,n,pos,7
14390,529,主机,b,pos,8
14391,529,外观,n,pos,9
14395,529,安装,v,pos,10
14396,529,师傅,nr,pos,11
14397,529,专业性,n,pos,12
14399,529,服务性,n,pos,13
14401,529,提高,v,pos,14
14402,529,点,m,pos,15
14410,530,升,v,pos,1
14414,530,预留,v,pos,2
14416,530,位置,v,pos,3
14423,530,换,nz,pos,4
14425,530,服务,vn,pos,5
14431,530,拍,v,pos,6
14434,530,师傅,nr,pos,7
14435,530,很快,d,pos,8
14436,530,上门,ns,pos,9
14437,530,装,v,pos,10
14441,531,满意,v,pos,1
14444,531,购物,n,pos,2
14446,531,安装,v,pos,3
14447,531,人员,n,pos,4
14451,531,力,n,pos,5
14453,531,五分,m,pos,6
14458,532,省,n,pos,1
14461,532,家电,j,pos,2
14464,533,棒,zg,pos,1
14466,533,服务,vn,pos,2
14468,533,贴心,v,pos,3
14470,533,安装,v,pos,4
14473,533,顺利,ad,pos,5
14475,533,支持,v,pos,6
14476,534,东西,ns,pos,1
14477,534,买回来,l,pos,2
14483,534,咋么,r,pos,3
14489,535,收到,v,pos,1
14493,535,装好,v,pos,2
14497,535,评,v,pos,3
14498,536,安装,v,pos,1
14499,536,师傅,nr,pos,2
14500,536,安装,v,pos,3
14503,536,到位,v,pos,4
14506,537,装上,v,pos,1
14509,537,很好,d,pos,2
14513,537,冬天,t,pos,3
14515,537,热水,n,pos,4
14519,538,儿子,n,pos,1
14520,538,宿舍,n,pos,2
14521,538,里用,n,pos,3
14527,538,效果,n,pos,4
14530,538,值得,v,pos,5
14531,538,信赖,n,pos,6
14536,539,一款,m,pos,1
14537,539,产品,n,pos,2
14539,539,价格,n,pos,3
14540,539,实惠,vn,pos,4
14543,539,品牌,n,pos,5
14545,539,毛病,n,pos,6
14547,540,质量,n,pos,1
14552,540,卖家,n,pos,2
14553,540,描述,v,pos,3
14555,540,完全一致,i,pos,4
14558,540,满意,v,pos,5
14560,540,真的,d,pos,6
14562,540,喜欢,v,pos,7
14565,540,超出,v,pos,8
14566,540,期望值,n,pos,9
14568,540,发货,n,pos,10
14569,540,速度,n,pos,11
14573,540,包装,v,pos,12
14575,540,仔细,ad,pos,13
14577,540,严实,ad,pos,14
14579,540,物流,n,pos,15
14580,540,公司,n,pos,16
14581,540,服务态度,n,pos,17
14585,540,运送,v,pos,18
14586,540,速度,n,pos,19
14587,540,很快,d,pos,20
14590,540,满意,v,pos,21
14593,540,购物,n,pos,22
14594,541,墙上,s,pos,1
14597,541,挂勾,nz,pos,2
14599,541,升,zg,pos,3
14601,541,够用,v,pos,4
14605,542,送货,v,pos,1
14606,542,速度,n,pos,2
14607,542,很快,d,pos,3
14612,542,安装,v,pos,4
14613,542,师傅,nr,pos,5
14614,542,服务态度,n,pos,6
14618,543,数字,n,pos,1
14619,543,显示,v,pos,2
14620,543,配合,v,pos,3
14621,543,遥控,vn,pos,4
14624,543,实用,v,pos,5
14625,544,实惠,vn,pos,1
14626,544,性价比,n,pos,2
14628,544,高,a,pos,3
14631,545,这么久,r,pos,1
14633,545,评价,n,pos,2
14635,545,加热,v,pos,3
14641,545,五星,nz,pos,4
14646,546,安装,v,pos,1
14647,546,师傅,nr,pos,2
14648,546,认真负责,n,pos,3
14650,546,安装,v,pos,4
14651,546,整洁,a,pos,5
14653,547,原坏,v,pos,1
14656,547,正好,a,pos,2
14657,547,换,v,pos,3
14661,547,装上去,v,pos,4
14662,547,尺寸,n,pos,5
14663,547,正好,a,pos,6
14667,547,美观,nz,pos,7
14673,547,老款,n,pos,8
14676,548,安装,v,pos,1
14677,548,师傅,nr,pos,2
14679,548,负责,v,pos,3
14681,548,装,v,pos,4
14688,548,赞,v,pos,5
14691,549,送货,v,pos,1
14692,549,物流,n,pos,2
14694,549,速度,n,pos,3
14695,549,很快,d,pos,4
14697,549,安装,v,pos,5
14698,549,师傅,nr,pos,6
14702,549,力,n,pos,7
14705,550,昨天,t,pos,1
14707,550,安装,v,pos,2
14710,550,升温,v,pos,3
14711,550,很快,d,pos,4
14714,550,遥控器,n,pos,5
14716,550,电池,n,pos,6
14718,551,力给力,n,pos,1
14720,551,力给力,n,pos,2
14722,551,力,n,pos,3
14724,552,没装,v,pos,1
14726,552,昨天,t,pos,2
14730,552,到货,v,pos,3
14733,552,速度,n,pos,4
14736,553,天气,n,pos,1
14737,553,越来越,d,pos,2
14738,553,凉,v,pos,3
14743,553,温暖,an,pos,4
14745,553,度过,v,pos,5
14746,553,冬天,t,pos,6
14747,553,特意,d,pos,7
14749,553,家里,s,pos,8
14750,553,备,v,pos,9
14754,553,收货,n,pos,10
14755,553,惊喜,a,pos,11
14758,553,物美价廉,l,pos,12
14760,553,不错,a,pos,13
14761,553,不错,a,pos,14
14765,553,购物,n,pos,15
14767,553,选,v,pos,16
14770,553,棒棒,n,pos,17
14773,554,非常适合,i,pos,1
14776,554,性格,n,pos,2
14781,555,挺好用,a,pos,1
14784,555,安装,v,pos,2
14785,555,师傅,nr,pos,3
14786,555,安装,v,pos,4
14792,555,专业,n,pos,5
14793,556,质量,n,pos,1
14798,556,满意,v,pos,2
14800,556,真的,d,pos,3
14802,556,喜欢,v,pos,4
14805,556,超出,v,pos,5
14806,556,期望值,n,pos,6
14808,556,发货,n,pos,7
14809,556,速度,n,pos,8
14813,556,包装,v,pos,9
14815,556,仔细,ad,pos,10
14817,556,严实,ad,pos,11
14819,556,物流,n,pos,12
14820,556,公司,n,pos,13
14821,556,服务态度,n,pos,14
14825,556,运送,v,pos,15
14826,556,速度,n,pos,16
14827,556,很快,d,pos,17
14830,556,满意,v,pos,18
14833,556,购物,n,pos,19
14834,557,好看,v,pos,1
14840,557,优惠,vn,pos,2
14843,557,暂时,d,pos,3
14845,557,没用,v,pos,4
14847,558,看着,v,pos,1
14848,558,不错,a,pos,2
14850,558,购物,n,pos,3
14851,558,体验,n,pos,4
14855,559,价格,n,pos,1
14858,559,送货,v,pos,2
14859,559,安装,v,pos,3
14863,559,省心,n,pos,4
14866,560,东西,ns,pos,1
14867,560,不错,a,pos,2
14869,560,声音,n,pos,3
14870,560,很小,a,pos,4
14872,560,出门在外,l,pos,5
14877,561,终于,d,pos,1
14878,561,搞定,v,pos,2
14880,561,送货,v,pos,3
14883,561,售后服务,l,pos,4
14886,562,太好了,l,pos,1
14888,562,安装,v,pos,2
14889,562,师傅,nr,pos,3
14893,562,力,n,pos,4
14895,562,支持,v,pos,5
14897,563,安装,v,pos,1
14905,563,装修,v,pos,2
14907,563,试试,vn,pos,3
14908,563,实际效果,n,pos,4
14909,564,装好,v,pos,1
14915,564,师傅,nr,pos,2
14916,564,装,v,pos,3
14918,564,蛮快,a,pos,4
14921,564,谢谢,nr,pos,5
14923,565,不错,a,pos,1
14924,565,物流,n,pos,2
14925,565,太度,n,pos,3
14928,565,货,n,pos,4
14929,565,装上去,v,pos,5
14931,565,没用,v,pos,6
14933,565,美观,nz,pos,7
14936,566,物美价廉,l,pos,1
14939,567,装,v,pos,1
14947,568,哈哈哈哈,o,pos,1
14962,569,安装,v,pos,1
14964,569,师傅,nr,pos,2
14965,569,服务,vn,pos,3
14971,570,收到,v,pos,1
14973,570,搞,v,pos,2
14974,570,活动,vn,pos,3
14978,570,物美价廉,l,pos,4
14986,571,服务态度,n,pos,1
14990,571,值得,v,pos,2
14991,571,信赖,n,pos,3
14992,572,先是,d,pos,1
14994,572,实体店,n,pos,2
14998,572,机械式,n,pos,3
15001,572,干脆,d,pos,4
15003,572,网上,s,pos,5
15004,572,抢,v,pos,6
15006,572,拉倒,v,pos,7
15008,572,正好,a,pos,8
15009,572,赶上,d,pos,9
15010,572,活动,vn,pos,10
15011,572,不到,v,pos,11
15012,572,一千块,m,pos,12
15013,572,钱,n,pos,13
15014,572,拿下,v,pos,14
15018,572,辅材,n,pos,15
15020,572,收费,n,pos,16
15021,572,干嘛,n,pos,17
15024,572,贵,a,pos,18
15027,572,反正,d,pos,19
15030,572,假货,n,pos,20
15031,573,安装,v,pos,1
15036,573,牌子,n,pos,2
15041,573,放心,v,pos,3
15044,574,不错,a,pos,1
15046,574,送货,v,pos,2
15047,574,速度,n,pos,3
15052,574,爱,v,pos,4
15054,575,家里,s,pos,1
15059,575,搬,v,pos,2
15060,575,新家,n,pos,3
15063,575,一台,m,pos,4
15064,576,不错,a,pos,1
15066,576,产品,n,pos,2
15068,576,质量,n,pos,3
15074,577,不错,a,pos,1
15077,577,实体店,n,pos,2
15079,577,便宜,a,pos,3
15082,578,看着,v,pos,1
15086,578,很小,a,pos,2
15088,578,空间,n,pos,3
15091,578,安装,v,pos,4
15092,579,安装,v,pos,1
15093,579,服务,vn,pos,2
15095,579,满意,v,pos,3
15097,579,送货,v,pos,4
15102,579,力,n,pos,5
15103,580,送货,v,pos,1
15106,580,安装,v,pos,2
15110,580,真心,d,pos,3
15111,580,不错,a,pos,4
15113,580,完美,a,pos,5
15115,581,送到,v,pos,1
15119,581,安装,v,pos,2
15121,581,安装,v,pos,3
15125,581,评价,n,pos,4
15127,582,安装,v,pos,1
15128,582,速度,n,pos,2
15130,582,出水,v,pos,3
15133,582,安装,v,pos,4
15134,582,人员,n,pos,5
15135,582,服务周到,i,pos,6
15136,583,产品,n,pos,1
15139,583,安装,v,pos,2
15142,583,送货,v,pos,3
15143,583,太慢,a,pos,4
15144,584,看着,v,pos,1
15145,584,很棒,a,pos,2
15153,585,服务态度,n,pos,1
15156,585,安装,v,pos,2
15157,585,技术,n,pos,3
15161,585,满意,v,pos,4
15163,586,一如既往,i,pos,1
15167,586,卖,v,pos,2
15168,586,电器,n,pos,3
15170,586,放心,v,pos,4
15171,587,送货,v,pos,1
15174,587,师傅,nr,pos,2
15175,587,上门,ns,pos,3
15176,587,安装,v,pos,4
15179,587,态度,n,pos,5
15183,588,到货,v,pos,1
15185,588,未,d,pos,2
15186,588,安装,v,pos,3
15189,588,安装,v,pos,4
15193,588,补充,v,pos,5
15194,588,评价,n,pos,6
15195,589,外观设计,n,pos,1
15197,589,外壳,n,pos,2
15198,589,材质,n,pos,3
15203,589,不愧,a,pos,4
15205,589,大厂,n,pos,5
15207,589,品牌,n,pos,6
15209,589,质保,j,pos,7
15210,589,年,m,pos,8
15212,589,数字,n,pos,9
15213,589,显示,v,pos,10
15216,589,直观,n,pos,11
15218,589,安装,v,pos,12
15219,589,师傅,nr,pos,13
15225,589,乱收费,n,pos,14
15228,589,我家,r,pos,15
15229,589,坏,a,pos,16
15236,589,帮忙,v,pos,17
15237,589,安装,v,pos,18
15240,590,价格,n,pos,1
15242,590,贵,a,pos,2
15244,590,希望,v,pos,3
15245,590,一分钱,n,pos,4
15246,590,一分货,n,pos,5
15252,591,装,v,pos,1
15255,591,段时间,nr,pos,2
15258,591,上次,t,pos,3
15259,591,试,v,pos,4
15265,592,收到,v,pos,1
15266,592,一段时间,l,pos,2
15269,592,特地,n,pos,3
15272,592,一段时间,l,pos,4
15275,592,评论,n,pos,5
15277,592,特别,d,pos,6
15280,592,没想到,l,pos,7
15281,592,花,v,pos,8
15283,592,钱,n,pos,9
15284,592,买来,v,pos,10
15286,592,实用,v,pos,11
15288,592,东西,ns,pos,12
15290,592,物有所值,l,pos,13
15294,592,快递,v,pos,14
15298,592,很快,d,pos,15
15300,592,安装,v,pos,16
15302,592,师傅,nr,pos,17
15305,592,到位,v,pos,18
15308,592,满意,v,pos,19
15311,593,不错,a,pos,1
15318,593,安装,v,pos,2
15319,593,师傅,nr,pos,3
15323,594,确实,ad,pos,1
15324,594,不错,a,pos,2
15328,594,售后服务,l,pos,3
15329,594,满分,d,pos,4
15330,595,质量,n,pos,1
15334,595,值得,v,pos,2
15335,595,推荐,v,pos,3
15336,595,购买,v,pos,4
15338,595,效果,n,pos,5
15339,595,不错,a,pos,6
15340,596,东西,ns,pos,1
15344,596,家里人,nrt,pos,2
15346,596,喜欢,v,pos,3
15348,596,热水,n,pos,4
15353,597,装完,v,pos,1
15356,597,感觉,n,pos,2
15357,597,不错,a,pos,3
15359,597,安装,v,pos,4
15360,597,师傅,nr,pos,5
15361,597,非常热心,b,pos,6
15362,598,东西,ns,pos,1
15366,598,简洁,a,pos,2
15367,598,大方,n,pos,3
15369,598,媳妇,n,pos,4
15370,598,特别,d,pos,5
15371,598,喜欢,v,pos,6
15376,599,第一天,m,pos,1
15377,599,晚上,t,pos,2
15378,599,拍,v,pos,3
15381,599,第二天,m,pos,4
15386,599,第三天,m,pos,5
15387,599,师傅,nr,pos,6
15390,599,安装,v,pos,7
15393,599,师傅,nr,pos,8
15394,599,服务,vn,pos,9
15400,599,接,v,pos,10
15401,599,太阳能,n,pos,11
15402,599,另一面,c,pos,12
15403,599,墙,n,pos,13
15405,599,接,v,pos,14
15408,599,管子,n,pos,15
15410,599,安装费,n,pos,16
15417,599,挺好,a,pos,17
15421,600,不错,a,pos,1
15423,600,感觉,n,pos,2
15426,600,力,n,pos,3
15430,600,购买,v,pos,4
15431,601,到货,v,pos,1
15435,601,安装,v,pos,2
15436,601,效率,n,pos,3
15439,601,高,a,pos,4
15440,602,外观,n,pos,1
